# dc:title,內建詞庫,
# dc:rights,Copyright (c) 2025 libchewing Core Team,
# dc:license,LGPL-2.1-or-later,
# dc:identifier,2025.11.17,
䲮,1,ㄩㄢˊ
䲰,1,ㄩㄣˋ
䲷,1,ㄒㄧㄠ
䳍,1,ㄍㄨㄥ
䳡,1,ㄓㄨㄟ
䳢,1,ㄑㄧˊ
䳭,1,ㄐㄧˊ
䴇,1,ㄌㄧㄥˊ
䴉,1,ㄒㄩㄢˊ
䴐,1,ㄅㄠˇ
䴴,1,ㄋㄧㄢˊ
䵚,1,ㄊㄠˇ
䵦,1,ㄨ
䵶,1,ㄍㄡ
䵷,1,ㄨㄚ
䶉,1,ㄌㄧㄡˊ
䶊,1,ㄋㄩˋ
䶍,1,ㄨ
